Section ID & Heading,Recommendation / Requirement,Normative Keyword,Subtheme
15.1.4.1.438 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,REQUIRED,Formulation and Reproducible Builds
15.1.4.1.457 BOM Reference,The ref property is Optional.,MAY,Internal Referencing (bom-ref)
15.1.4.1.457 BOM Reference,The ref must be any of: Ref.,REQUIRED,Internal Referencing (bom-ref)
15.1.4.1.457 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,Internal Referencing (bom-ref)
15.1.4.1.483 Reference,The ref property is Required.,REQUIRED,Dependency Graph Representation
15.1.4.1.484 Depends On,The dependsOn property is Optional.,MAY,Dependency Graph Representation
15.1.4.1.485 Provides,The provides property is Optional.,MAY,Dependency Graph Representation
15.1.5 Properties,The properties property is Optional.,MAY,Extensibility via Properties
15.1.5 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,Property Taxonomies
15.1.5 Properties,Formal registration is optional.,MAY,Property Taxonomies
15.1.5 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,Extensibility via Properties
16 Declarations,The declarations property is Optional.,MAY,Attestations and Declarations
16.1 Assessors,The assessors property is Optional.,MAY,Attestations and Declarations
16.1 Assessors,Each item of this array must be an Assessor object.,REQUIRED,Attestations and Declarations
16.1.1 Assessor,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
16.1.1 Assessor,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
16.1.1 Assessor,The thirdParty property is Optional.,MAY,Attestations and Declarations
16.1.1 Assessor,The organization property is Optional.,MAY,Attestations and Declarations
16.2 Attestations,The attestations property is Optional.,MAY,Attestations and Declarations
16.2 Attestations,Each item of this array must be an Attestation object.,REQUIRED,Attestations and Declarations
16.2.1 Attestation,The summary property is Optional.,MAY,Attestations and Declarations
16.2.1 Attestation,The assessor property is Optional.,MAY,Attestations and Declarations
16.2.1 Attestation,The map property is Optional.,MAY,Attestations and Declarations
16.2.1 Attestation,The signature property is Optional.,MAY,Digital Signatures
16.2.1.3 Map,The map property is Optional.,MAY,Attestations and Declarations
16.2.1.3 Map,Each item of this array must be a Map object.,REQUIRED,Attestations and Declarations
16.2.1.3.1 Map,The requirement property is Optional.,MAY,Attestations and Declarations
16.2.1.3.1 Map,The claims property is Optional.,MAY,Attestations and Declarations
16.2.1.3.1 Map,The counterClaims property is Optional.,MAY,Attestations and Declarations
16.2.1.3.1 Map,The conformance property is Optional.,MAY,Attestations and Declarations
16.2.1.3.1 Map,The confidence property is Optional.,MAY,Attestations and Declarations
16.2.1.3.3 Claims,The claims property is Optional.,MAY,Attestations and Declarations
16.2.1.3.3 Claims,Each item of this array must be a string.,REQUIRED,Attestations and Declarations
16.2.1.3.4 Counter Claims,The counterClaims property is Optional.,MAY,Attestations and Declarations
16.2.1.3.4 Counter Claims,Each item of this array must be a string.,REQUIRED,Attestations and Declarations
16.2.1.3.5 Conformance,The conformance property is Optional.,MAY,Attestations and Declarations
16.2.1.3.5 Conformance,The score property is Optional.,MAY,Attestations and Declarations
16.2.1.3.5 Conformance,The rationale property is Optional.,MAY,Attestations and Declarations
16.2.1.3.5 Conformance,The mitigationStrategies property is Optional.,MAY,Attestations and Declarations
16.2.1.3.8 Mitigation Strategies,The mitigationStrategies property is Optional.,MAY,Attestations and Declarations
16.2.1.3.8 Mitigation Strategies,Each item of this array must be a string.,REQUIRED,Attestations and Declarations
16.2.1.3.9 Confidence,The confidence property is Optional.,MAY,Attestations and Declarations
16.2.1.4 Signature,The signature property is Optional.,MAY,Digital Signatures
16.3 Claims,The claims property is Optional.,MAY,Attestations and Declarations
16.3 Claims,Each item of this array must be a Claim object.,REQUIRED,Attestations and Declarations
16.3.1 Claim,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
16.3.1 Claim,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
16.3.1 Claim,The target property is Optional.,MAY,Attestations and Declarations
16.3.1 Claim,The predicate property is Optional.,MAY,Attestations and Declarations
16.3.1 Claim,The mitigationStrategies property is Optional.,MAY,Attestations and Declarations
16.3.1 Claim,The reasoning property is Optional.,MAY,Attestations and Declarations
16.3.1 Claim,The evidence property is Optional.,MAY,Attestations and Declarations
16.3.1 Claim,The counterEvidence property is Optional.,MAY,Attestations and Declarations
16.3.1 Claim,The externalReferences property is Optional.,MAY,External References
16.3.1 Claim,The signature property is Optional.,MAY,Digital Signatures
16.3.1.4 Mitigation Strategies,The mitigationStrategies property is Optional.,MAY,Attestations and Declarations
16.3.1.4 Mitigation Strategies,Each mitigation strategy should include an explanation of how any weaknesses in the evidence will be mitigated.,RECOMMENDED,Attestations and Declarations
16.3.1.4 Mitigation Strategies,Each item of this array must be a string.,REQUIRED,Attestations and Declarations
16.3.1.6 Evidence,The evidence property is Optional.,MAY,Attestations and Declarations
16.3.1.6 Evidence,Each item of this array must be a string.,REQUIRED,Attestations and Declarations
16.3.1.7 Counter Evidence,The counterEvidence property is Optional.,MAY,Attestations and Declarations
16.3.1.7 Counter Evidence,Each item of this array must be a string.,REQUIRED,Attestations and Declarations
16.3.1.8 External References,The externalReferences property is Optional.,MAY,External References
16.3.1.8 External References,Each item of this array must be an External Reference object.,REQUIRED,External References
16.3.1.9 Signature,The signature property is Optional.,MAY,Digital Signatures
16.4 Evidence,The evidence property is Optional.,MAY,Evidence and Substantiation
16.4 Evidence,Each item of this array must be an Evidence object.,REQUIRED,Evidence and Substantiation
16.4.1 Evidence,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
16.4.1 Evidence,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
16.4.1 Evidence,The propertyName property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The description property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The data property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The created property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The expires property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The author property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The reviewer property is Optional.,MAY,Evidence and Substantiation
16.4.1 Evidence,The signature property is Optional.,MAY,Digital Signatures
16.4.1.4 Data,The data property is Optional.,MAY,Data Components and Governance
16.4.1.4 Data,Each item of this array must be a Data object.,REQUIRED,Data Components and Governance
16.4.1.4.1 Data,The name property is Optional.,MAY,Data Components and Governance
16.4.1.4.1 Data,The contents property is Optional.,MAY,Data Components and Governance
16.4.1.4.1 Data,The classification property is Optional.,MAY,Data Components and Governance
16.4.1.4.1 Data,The sensitiveData property is Optional.,MAY,Data Components and Governance
16.4.1.4.1 Data,The governance property is Optional.,MAY,Data Components and Governance
16.4.1.4.3 Data Contents,The attachment property is Optional.,MAY,Data Components and Governance
16.4.1.4.3 Data Contents,The url property is Optional.,MAY,Data Components and Governance
16.4.1.4.4 Attachment,The contentType property is Optional.,MAY,Data Components and Governance
16.4.1.4.4 Attachment,The encoding property is Optional.,MAY,Data Components and Governance
16.4.1.4.4 Attachment,The content property is Required.,REQUIRED,Data Components and Governance
16.4.1.4.4 Attachment,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,Data Components and Governance
16.4.1.4.10 Sensitive Data,The sensitiveData property is Optional.,MAY,Data Components and Governance
16.4.1.4.10 Sensitive Data,Each item of this array must be a string.,REQUIRED,Data Components and Governance
16.4.1.4.11 Data Governance,The governance property is Optional.,MAY,Data Components and Governance
16.4.1.4.12 Data Custodians,The custodians property is Optional.,MAY,Data Components and Governance
16.4.1.4.36 Data Stewards,The stewards property is Optional.,MAY,Data Components and Governance
16.4.1.4.60 Data Owners,The owners property is Optional.,MAY,Data Components and Governance
16.4.1.7 Organizational Contact,The author property is Optional.,MAY,Organizational Entity Definition
16.4.1.7 Organizational Contact,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
16.4.1.7 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
16.4.1.7 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
16.4.1.7 Organizational Contact,The name property is Optional.,MAY,Contact Information
16.4.1.7 Organizational Contact,The email property is Optional.,MAY,Contact Information
16.4.1.7 Organizational Contact,The phone property is Optional.,MAY,Contact Information
16.4.1.8 Organizational Contact,The reviewer property is Optional.,MAY,Organizational Entity Definition
16.4.1.8 Organizational Contact,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
16.4.1.8 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
16.4.1.8 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
16.4.1.8 Organizational Contact,The name property is Optional.,MAY,Contact Information
16.4.1.8 Organizational Contact,The email property is Optional.,MAY,Contact Information
16.4.1.8 Organizational Contact,The phone property is Optional.,MAY,Contact Information
16.4.1.9 Signature,The signature property is Optional.,MAY,Digital Signatures
16.5 Targets,The targets property is Optional.,MAY,Attestations and Declarations
16.5.1 Organizations,The organizations property is Optional.,MAY,Attestations and Declarations
16.5.1 Organizations,Each item of this array must be an Organizational Entity object.,REQUIRED,Attestations and Declarations
16.5.2 Components,The components property is Optional.,MAY,Attestations and Declarations
16.5.3 Services,The services property is Optional.,MAY,Attestations and Declarations
16.5.3 Services,Each item of this array must be a Service object.,REQUIRED,Attestations and Declarations
16.6 Affirmation,The affirmation property is Optional.,MAY,Attestations and Declarations
16.6.1 Statement,The statement property is Optional.,MAY,Attestations and Declarations
16.6.2 Signatories,The signatories property is Optional.,MAY,Attestations and Declarations
16.6.2 Signatories,Each item of this array must be a Signatory object.,REQUIRED,Attestations and Declarations
16.6.2.1 Signatory,The name property is Optional.,MAY,Attestations and Declarations
16.6.2.1 Signatory,The role property is Optional.,MAY,Attestations and Declarations
16.6.2.1 Signatory,The signature property is Optional.,MAY,Attestations and Declarations
16.6.2.1 Signatory,The organization property is Optional.,MAY,Attestations and Declarations
16.6.2.1 Signatory,The externalReference property is Optional.,MAY,Attestations and Declarations
16.6.3 Signature,The signature property is Optional.,MAY,Digital Signatures
16.7 Signature,The signature property is Optional.,MAY,Digital Signatures
17 Definitions,The definitions property is Optional.,MAY,Root Object Model
17.1 Standards,The standards property is Optional.,MAY,Attestations and Declarations
17.1 Standards,Each item of this array must be a Standard object.,REQUIRED,Attestations and Declarations
17.1.1 Standard,The version property is Optional.,MAY,Attestations and Declarations
17.1.1 Standard,The description property is Optional.,MAY,Attestations and Declarations
17.1.1 Standard,The owner property is Optional.,MAY,Attestations and Declarations
