id,section,requirement,normative_force,initial_code,subtheme,theme,generator_consumer_axis,issue_focus,previous_single_subtheme
CDX-1372,15.1.4.1.177 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-1373,15.1.4.1.177 Properties,Formal registration is optional.,MAY,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-1374,15.1.4.1.177 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1375,15.1.4.1.179 Outputs,The outputs property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1376,15.1.4.1.179 Outputs,Each item of the outputs array must be an object (Output object).,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1377,15.1.4.1.182 Type,The type property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1378,15.1.4.1.182 Type,The type value Must be one of: artifact.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1379,15.1.4.1.182 Type,The type value Must be one of: attestation.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1380,15.1.4.1.182 Type,The type value Must be one of: log.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1381,15.1.4.1.182 Type,The type value Must be one of: evidence.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1382,15.1.4.1.182 Type,The type value Must be one of: metrics.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1383,15.1.4.1.182 Type,The type value Must be one of: other.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1384,15.1.4.1.183 Resource reference choice,The source property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1385,15.1.4.1.183 Resource reference choice,The target property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1386,15.1.4.1.183 Resource reference choice,The resource property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1387,15.1.4.1.184 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1388,15.1.4.1.184 BOM Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1389,15.1.4.1.188 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1390,15.1.4.1.189 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1391,15.1.4.1.189 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1392,15.1.4.1.189 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1393,15.1.4.1.193 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1394,15.1.4.1.194 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1395,15.1.4.1.194 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1396,15.1.4.1.194 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1397,15.1.4.1.197 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1398,15.1.4.1.198 Attachment,The data property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1399,15.1.4.1.199 Content-Type,The contentType property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1400,15.1.4.1.200 Encoding,The encoding property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1401,15.1.4.1.201 Attachment Text,The content property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1402,15.1.4.1.201 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1403,15.1.4.1.202 Environment variables,The environmentVars property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1404,15.1.4.1.202 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1405,15.1.4.1.214 BOM Reference,The bom-ref property is Required.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1406,15.1.4.1.214 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1407,15.1.4.1.215 Unique Identifier (UID),The uid property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1408,15.1.4.1.219 Resource reference choice,The resourceReferences array is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1409,15.1.4.1.220 Resource reference choice,The ref property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1410,15.1.4.1.220 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1411,15.1.4.1.221 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1412,15.1.4.1.221 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1413,15.1.4.1.221 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
